Learning Rate,Max Depth,Time,AUC
0.001, 1, 1.3819983005523682, 0.5964217377790977
0.001, 2, 1.0569963455200195, 0.6318887590063661
0.001, 3, 1.0799999237060547, 0.6327544094545025
0.001, 4, 1.1450002193450928, 0.6367983466244437
0.001, 5, 1.2130014896392822, 0.6456263986796019
0.001, 6, 1.2640011310577393, 0.636216147589594
0.001, 7, 1.3550012111663818, 0.6352650945827879
0.001, 8, 1.4150002002716064, 0.6393219256127147
0.001, 9, 1.5699958801269531, 0.6471880743623066
0.001, 10, 1.7590000629425049, 0.6499967445893097
0.001, 11, 2.0809998512268066, 0.6536757014033483
0.001, 12, 2.7270021438598633, 0.6541159419614229
0.001, 13, 3.96799898147583, 0.6549165171046332
0.001, 14, 6.247802972793579, 0.6551365571181077
0.001, 15, 10.751002550125122, 0.6552124995775624
0.0076, 1, 0.9599988460540771, 0.5964469604295078
0.0076, 2, 1.0019991397857666, 0.6333720995131933
0.0076, 3, 1.0880024433135986, 0.6402113515231667
0.0076, 4, 1.1019985675811768, 0.6437821986508593
0.0076, 5, 1.5210011005401611, 0.6543214659478905
0.0076, 6, 2.7650017738342285, 0.6592180754271417
0.0076, 7, 2.7910239696502686, 0.6583854004801126
0.0076, 8, 2.7869961261749268, 0.6580325402241718
0.0076, 9, 2.133000135421753, 0.6584704434490616
0.0076, 10, 3.173996686935425, 0.6607071412765534
0.0076, 11, 3.354437828063965, 0.6629077605362854
0.0076, 12, 3.5723161697387695, 0.6638734122436281
0.0076, 13, 3.677001476287842, 0.6647127147181658
0.0076, 14, 5.841024160385132, 0.6658131355158361
0.0076, 15, 10.022002696990967, 0.6663681309461892
0.0142, 1, 0.9389982223510742, 0.5954808174969217
0.0142, 2, 1.008000135421753, 0.6348744629583707
0.0142, 3, 1.0600004196166992, 0.6442243029752985
0.0142, 4, 1.0920000076293945, 0.6501344883213896
0.0142, 5, 1.1429967880249023, 0.6623888123701227
0.0142, 6, 1.2319962978363037, 0.6678208766284974
0.0142, 7, 1.3379981517791748, 0.6686666830215776
0.0142, 8, 1.422999382019043, 0.6691045437057194
0.0142, 9, 1.5259976387023926, 0.6694783075221437
0.0142, 10, 1.765002727508545, 0.670289052312143
0.0142, 11, 2.08000111579895, 0.6702894119018638
0.0142, 12, 3.6149964332580566, 0.6714238347971878
0.0142, 13, 3.7729997634887695, 0.670942738265064
0.0142, 14, 5.913998365402222, 0.67116005807862
0.0142, 15, 10.234998941421509, 0.6709908751283021
0.0208, 1, 0.9700016975402832, 0.5993601348137823
0.0208, 2, 0.975999116897583, 0.6391497912976577
0.0208, 3, 1.0770010948181152, 0.652689305863992
0.0208, 4, 1.104996919631958, 0.6634087974421407
0.0208, 5, 1.1680006980895996, 0.6677732422276816
0.0208, 6, 1.238999843597412, 0.6716447641530966
0.0208, 7, 1.3269999027252197, 0.6727211919687768
0.0208, 8, 1.3899989128112793, 0.6720391666536475
0.0208, 9, 1.5779991149902344, 0.67394956088926
0.0208, 10, 1.7399933338165283, 0.6747516442223926
0.0208, 11, 2.058001756668091, 0.6752144201398395
0.0208, 12, 2.742999792098999, 0.6756665857525582
0.0208, 13, 4.14699912071228, 0.6764583236573198
0.0208, 14, 5.8200013637542725, 0.675933494433381
0.0208, 15, 9.833002805709839, 0.6756912361095067
0.0274, 1, 0.9219992160797119, 0.6135791013813068
0.0274, 2, 0.9979968070983887, 0.6452616013291823
0.0274, 3, 1.0400006771087646, 0.6592517484359885
0.0274, 4, 1.0900003910064697, 0.665713996308773
0.0274, 5, 1.1610007286071777, 0.6694575893751101
0.0274, 6, 1.2250008583068848, 0.6718090420748805
0.0274, 7, 1.5609993934631348, 0.6732253688634433
0.0274, 8, 2.2569997310638428, 0.6749790542198307
0.0274, 9, 4.574999570846558, 0.6754291762713243
0.0274, 10, 2.2719995975494385, 0.676991251676531
0.0274, 11, 5.58022665977478, 0.6768642876095161
0.0274, 12, 3.7271461486816406, 0.6785721967128632
0.0274, 13, 3.7719995975494385, 0.6784292012050186
0.0274, 14, 6.714995622634888, 0.6781331392691823
0.0274, 15, 10.222001314163208, 0.6767249867255207
0.034, 1, 0.9280016422271729, 0.6267657556917
0.034, 2, 0.9969992637634277, 0.6488422833962675
0.034, 3, 1.0339992046356201, 0.6623873138120678
0.034, 4, 1.1050007343292236, 0.6681760934813582
0.034, 5, 1.1779987812042236, 0.6717665679470879
0.034, 6, 1.3270018100738525, 0.672579886051026
0.034, 7, 1.4379994869232178, 0.6748032630057389
0.034, 8, 1.467000961303711, 0.6740420741741256
0.034, 9, 1.5810010433197021, 0.6768483179731695
0.034, 10, 1.731999397277832, 0.6779388283818182
0.034, 11, 2.127014636993408, 0.6784115901379155
0.034, 12, 3.2464489936828613, 0.6790687716560901
0.034, 13, 3.800187349319458, 0.6793441949077998
0.034, 14, 6.030998945236206, 0.6802490037133353
0.034, 15, 10.57883071899414, 0.679794846712007
0.0406, 1, 0.9639999866485596, 0.6286443944627575
0.0406, 2, 1.0430493354797363, 0.6522074765072813
0.0406, 3, 1.0999999046325684, 0.6653012924572801
0.0406, 4, 1.1160013675689697, 0.6690317869864467
0.0406, 5, 1.1979968547821045, 0.6735853863996066
0.0406, 6, 1.2959017753601074, 0.6746131339541894
0.0406, 7, 1.482999324798584, 0.6746562421799268
0.0406, 8, 1.7439982891082764, 0.6765004863547291
0.0406, 9, 1.861999273300171, 0.6788063522281872
0.0406, 10, 1.8650002479553223, 0.6788375683081611
0.0406, 11, 2.2260000705718994, 0.67929114338416
0.0406, 12, 2.85615611076355, 0.6805921855477308
0.0406, 13, 4.0477142333984375, 0.6806304971034438
0.0406, 14, 6.67999792098999, 0.6807714065093149
0.0406, 15, 11.473999500274658, 0.6801477069679479
0.0472, 1, 0.9499990940093994, 0.6315884157054175
0.0472, 2, 1.053999900817871, 0.655314219322465
0.0472, 3, 1.101999044418335, 0.6656058031462418
0.0472, 4, 1.160999059677124, 0.6714715422396657
0.0472, 5, 1.2510008811950684, 0.673486492805165
0.0472, 6, 1.3569986820220947, 0.6748653973804493
0.0472, 7, 1.3550012111663818, 0.6745699077380747
0.0472, 8, 1.4649982452392578, 0.6780114783478925
0.0472, 9, 1.5869996547698975, 0.6796574521351246
0.0472, 10, 1.8370027542114258, 0.6795454078308971
0.0472, 11, 2.1840009689331055, 0.6801069071797925
0.0472, 12, 2.982548952102661, 0.6810325440961825
0.0472, 13, 4.557995796203613, 0.6819761516693963
0.0472, 14, 6.076004505157471, 0.6811837042170609
0.0472, 15, 12.054998636245728, 0.6816408366627971
0.0538, 1, 2.568223237991333, 0.632371600511822
0.0538, 2, 2.51106858253479, 0.6559988797560163
0.0538, 3, 4.576414346694946, 0.6665603051642753
0.0538, 4, 1.2059998512268066, 0.6722226601511322
0.0538, 5, 1.179999589920044, 0.6737908236992665
0.0538, 6, 1.249999761581421, 0.6766185008115073
0.0538, 7, 1.4000017642974854, 0.6784662172745503
0.0538, 8, 1.5259997844696045, 0.6792889818325577
0.0538, 9, 1.6089985370635986, 0.6795606350107891
0.0538, 10, 1.7509980201721191, 0.682659880219765
0.0538, 11, 2.0639986991882324, 0.681836046524463
0.0538, 12, 2.7629992961883545, 0.6825610620749525
0.0538, 13, 3.875000238418579, 0.683145730881165
0.0538, 14, 6.068999767303467, 0.6817531651071165
0.0538, 15, 10.33100152015686, 0.6822213003561819
0.0604, 1, 0.9449963569641113, 0.6345290304775983
0.0604, 2, 1.0530006885528564, 0.6572211605335718
0.0604, 3, 1.129997968673706, 0.6682631952619894
0.0604, 4, 1.1225039958953857, 0.6722386065104656
0.0604, 5, 1.165658950805664, 0.6750911988560115
0.0604, 6, 1.267000675201416, 0.6768157116936503
0.0604, 7, 1.3939988613128662, 0.6794455630895381
0.0604, 8, 1.4380006790161133, 0.6809041087614042
0.0604, 9, 1.6669981479644775, 0.6806470253881067
0.0604, 10, 1.7740004062652588, 0.6834079801460755
0.0604, 11, 2.543006420135498, 0.6825667906281594
0.0604, 12, 3.2599997520446777, 0.6826528698255224
0.0604, 13, 6.913001775741577, 0.6832244922671803
0.0604, 14, 8.11500096321106, 0.6829587899777644
0.0604, 15, 10.321826696395874, 0.6824169548890651
0.067, 1, 0.9205319881439209, 0.6376581192254266
0.067, 2, 1.0210001468658447, 0.6581398528734804
0.067, 3, 1.0700013637542725, 0.6686795800921859
0.067, 4, 1.1120007038116455, 0.6735814228861224
0.067, 5, 1.1590003967285156, 0.6759375020929245
0.067, 6, 1.3039991855621338, 0.6782360830639156
0.067, 7, 1.3330004215240479, 0.6804214133392723
0.067, 8, 1.4709999561309814, 0.6811050471762771
0.067, 9, 1.5970005989074707, 0.681498082754296
0.067, 10, 2.9483489990234375, 0.6825354990985567
0.067, 11, 2.1039958000183105, 0.6836067899182265
0.067, 12, 3.4879984855651855, 0.6834874085389164
0.067, 13, 3.8670060634613037, 0.6834098960850562
0.067, 14, 6.080995798110962, 0.6826424393156547
0.067, 15, 10.232998132705688, 0.6830060278667008
0.0736, 1, 0.9489994049072266, 0.6397151843289978
0.0736, 2, 1.0059993267059326, 0.6601566575734774
0.0736, 3, 1.044003963470459, 0.6688511236527015
0.0736, 4, 1.1130008697509766, 0.6732877641012324
0.0736, 5, 1.1790003776550293, 0.6770499522904706
0.0736, 6, 1.219999074935913, 0.6793594084425464
0.0736, 7, 1.3260011672973633, 0.6804765180560048
0.0736, 8, 1.4269988536834717, 0.6812729579174268
0.0736, 9, 1.5649993419647217, 0.6836914925611899
0.0736, 10, 1.7500016689300537, 0.6831162276682985
0.0736, 11, 3.246297836303711, 0.6842448272970516
0.0736, 12, 3.002997636795044, 0.6843515973511568
0.0736, 13, 4.031000375747681, 0.6842156122375548
0.0736, 14, 6.2800023555755615, 0.684355812095852
0.0736, 15, 10.669999837875366, 0.6831141319344574
0.0802, 1, 0.9490010738372803, 0.6424251118608173
0.0802, 2, 1.0320017337799072, 0.6617492298792166
0.0802, 3, 1.068000078201294, 0.6708307710157766
0.0802, 4, 1.1849994659423828, 0.6745332568768532
0.0802, 5, 1.2240009307861328, 0.677977538054722
0.0802, 6, 1.2820019721984863, 0.6796981010240223
0.0802, 7, 1.369999647140503, 0.6796655083896487
0.0802, 8, 1.459000825881958, 0.6825961429417685
0.0802, 9, 1.5980007648468018, 0.683701393318344
0.0802, 10, 1.838998556137085, 0.6833730557971067
0.0802, 11, 2.205998420715332, 0.6843463231010345
0.0802, 12, 2.911998748779297, 0.684274264692157
0.0802, 13, 3.988999605178833, 0.684243895413869
0.0802, 14, 6.075999736785889, 0.6841881758629266
0.0802, 15, 10.350395441055298, 0.6845527388379031
0.0868, 1, 0.9169974327087402, 0.6429682616994329
0.0868, 2, 1.0189993381500244, 0.6623263256295923
0.0868, 3, 1.0609991550445557, 0.6718899048133261
0.0868, 4, 1.137000322341919, 0.6755395614863715
0.0868, 5, 1.19100022315979, 0.6781223122474351
0.0868, 6, 1.3079984188079834, 0.6808548987475933
0.0868, 7, 1.3439974784851074, 0.6826779648536877
0.0868, 8, 1.4359965324401855, 0.6825729213118354
0.0868, 9, 1.5689995288848877, 0.6836097653626345
0.0868, 10, 2.0250020027160645, 0.6853285496470661
0.0868, 11, 2.2029995918273926, 0.6841884503711508
0.0868, 12, 2.822995901107788, 0.6837650647785791
0.0868, 13, 3.9930005073547363, 0.6850660451376667
0.0868, 14, 6.133001327514648, 0.6840033210614994
0.0868, 15, 10.264999151229858, 0.6834314241116172
0.0934, 1, 0.9610006809234619, 0.6432367596383963
0.0934, 2, 1.0160014629364014, 0.6625647191666246
0.0934, 3, 1.0719997882843018, 0.6703369780769513
0.0934, 4, 1.0999987125396729, 0.6766077725164021
0.0934, 5, 1.2139999866485596, 0.6798990298070277
0.0934, 6, 1.2690017223358154, 0.6809328133319225
0.0934, 7, 1.3389980792999268, 0.6825902442255687
0.0934, 8, 1.42799711227417, 0.6838083857080577
0.0934, 9, 1.6539995670318604, 0.6844031021574042
0.0934, 10, 1.888000726699829, 0.6845281173765575
0.0934, 11, 2.1560006141662598, 0.6846327587879409
0.0934, 12, 2.7250003814697266, 0.6852764821792247
0.0934, 13, 3.881998300552368, 0.6861532726848026
0.0934, 14, 6.316001653671265, 0.6843047615926894
0.0934, 15, 13.933132648468018, 0.683642570700749
0.1, 1, 2.3330235481262207, 0.6457933036932516
0.1, 2, 1.6500022411346436, 0.6647899173469541
0.1, 3, 1.0379977226257324, 0.6700920091850259
0.1, 4, 1.0850014686584473, 0.6770510639685134
0.1, 5, 1.1609992980957031, 0.6806382981134788
0.1, 6, 1.2300009727478027, 0.6815076335535969
0.1, 7, 1.344001293182373, 0.6834246882255988
0.1, 8, 1.4789998531341553, 0.6840893673499815
0.1, 9, 1.7279345989227295, 0.6845234579606451
0.1, 10, 1.75335693359375, 0.684758038883451
0.1, 11, 3.184246301651001, 0.6843635938421518
0.1, 12, 2.6989989280700684, 0.6856343518089312
0.1, 13, 3.8500263690948486, 0.6854218712061478
0.1, 14, 6.095999240875244, 0.6847168369648268
0.1, 15, 10.661532640457153, 0.6844609407192009
